Count,Serial No.,Image Name,Annotations,X,Y,R,G,B,Grayscale,Hex,Prediction,CountBlue,CountBrown,Image Name.1,browntype,FinalPred,CountW,CountM,CountS,CountN
1647,78,489.png,71,98,19,113,103,119,0.4167788326740265,#716777,Blue,445.0,,489.png,,N,,,,445.0
1648,78,489.png,71,161,160,156,148,155,0.589038074016571,#9c949b,Blue,446.0,,489.png,,N,,,,446.0
1649,78,489.png,71,115,100,107,106,120,0.4204780459403992,#6b6a78,Blue,447.0,,489.png,,N,,,,447.0
1650,79,503.png,3,176,83,31,24,21,0.0991027504205703,#1f1815,Brown,,1203.0,503.png,0.0,S,,,666.0,
1651,79,503.png,3,196,98,35,22,19,0.0962596163153648,#231613,Brown,,1204.0,503.png,0.0,S,,,667.0,
1652,79,503.png,3,196,158,64,31,28,0.1482204049825668,#401f1c,Brown,,1205.0,503.png,0.0,S,,,668.0,
1653,80,5177.png,17,8,136,91,81,104,0.3324835300445557,#5b5168,Blue,448.0,,5177.png,,N,,,,448.0
1654,80,5177.png,17,2,152,164,159,174,0.6319372653961182,#a49fae,Blue,449.0,,5177.png,,N,,,,449.0
1655,80,5177.png,17,12,166,136,131,151,0.5235470533370972,#888397,Blue,450.0,,5177.png,,N,,,,450.0
1656,80,5177.png,17,17,151,168,175,200,0.6875098347663879,#a8afc8,Blue,451.0,,5177.png,,N,,,,451.0
1657,80,5177.png,17,32,163,99,88,128,0.3655745089054108,#635880,Blue,452.0,,5177.png,,N,,,,452.0
1658,80,5177.png,17,40,148,151,145,176,0.5823925733566284,#9791b0,Blue,453.0,,5177.png,,N,,,,453.0
1659,80,5177.png,17,63,136,89,86,122,0.3499337136745453,#59567a,Blue,454.0,,5177.png,,N,,,,454.0
1660,80,5177.png,17,64,165,187,177,201,0.7092368602752686,#bbb1c9,Blue,455.0,,5177.png,,N,,,,455.0
1661,80,5177.png,17,76,150,138,133,158,0.5328039526939392,#8a859e,Blue,456.0,,5177.png,,N,,,,456.0
1662,80,5177.png,17,117,164,111,102,111,0.4100446999073029,#6f666f,Blue,457.0,,5177.png,,N,,,,457.0
1663,80,5177.png,17,113,149,130,127,156,0.5087388157844543,#827f9c,Blue,458.0,,5177.png,,N,,,,458.0
1664,80,5177.png,17,147,145,117,113,139,0.4538219571113586,#75718b,Blue,459.0,,5177.png,,N,,,,459.0
1665,80,5177.png,17,139,150,89,91,121,0.3636784553527832,#595b79,Blue,460.0,,5177.png,,N,,,,460.0
1666,80,5177.png,17,162,159,124,119,170,0.4852533340454102,#7c77aa,Blue,461.0,,5177.png,,N,,,,461.0
1667,80,5177.png,17,184,133,95,81,107,0.3366651237010956,#5f516b,Blue,462.0,,5177.png,,N,,,,462.0
1668,80,5177.png,17,174,134,134,120,137,0.4870615601539612,#867889,Blue,463.0,,5177.png,,N,,,,463.0
1669,80,5177.png,17,189,151,151,153,162,0.6008780598640442,#9799a2,Blue,464.0,,5177.png,,N,,,,464.0
1670,81,52.png,1,36,56,55,37,33,0.158967062830925,#372521,Brown,,1206.0,52.png,0.0,S,,,669.0,
1671,82,533.png,34,174,79,33,31,26,0.1218215674161911,#211f1a,Brown,,1207.0,533.png,0.0,S,,,670.0,
1672,82,533.png,34,165,94,117,93,79,0.3807474672794342,#755d4f,Brown,,1208.0,533.png,2.0,M,,409.0,,
1673,82,533.png,34,193,84,31,29,23,0.1136956810951233,#1f1d17,Brown,,1209.0,533.png,0.0,S,,,671.0,
1674,82,533.png,34,183,66,104,80,62,0.328636109828949,#68503e,Brown,,1210.0,533.png,2.0,M,,410.0,,
1675,82,533.png,34,116,6,150,148,152,0.583189845085144,#969498,Brown,,1211.0,533.png,1.0,W,130.0,,,
1676,82,533.png,34,84,4,120,119,146,0.4751341044902802,#787792,Blue,465.0,,533.png,,N,,,,465.0
1677,82,533.png,34,103,61,47,39,25,0.1556494235992432,#2f2719,Brown,,1212.0,533.png,0.0,S,,,672.0,
1678,82,533.png,34,138,60,114,79,56,0.3324674665927887,#724f38,Brown,,1213.0,533.png,2.0,M,,411.0,,
1679,82,533.png,34,148,36,73,37,0,0.1646364778280258,#492500,Brown,,1214.0,533.png,0.0,S,,,673.0,
1680,82,533.png,34,157,16,96,59,44,0.257964700460434,#603b2c,Brown,,1215.0,533.png,0.0,S,,,674.0,
1681,82,533.png,34,146,9,143,112,100,0.4616560637950897,#8f7064,Brown,,1216.0,533.png,1.0,W,131.0,,,
1682,82,533.png,34,113,19,151,140,167,0.5658203959465027,#978ca7,Blue,466.0,,533.png,,N,,,,466.0
1683,82,533.png,34,81,16,141,136,147,0.5406101942062378,#8d8893,Blue,467.0,,533.png,,N,,,,467.0
1684,82,533.png,34,157,3,135,114,130,0.469082772731781,#877282,Brown,,1217.0,533.png,1.0,W,132.0,,,
1685,82,533.png,34,196,17,151,119,96,0.4868302345275879,#977760,Brown,,1218.0,533.png,1.0,W,133.0,,,
1686,82,533.png,34,191,29,101,51,34,0.2368600070476532,#653322,Brown,,1219.0,533.png,0.0,S,,,675.0,
1687,82,533.png,34,190,41,126,104,92,0.4227834939956665,#7e685c,Brown,,1220.0,533.png,2.0,M,,412.0,,
1688,82,533.png,34,188,56,76,48,35,0.2078929394483566,#4c3023,Brown,,1221.0,533.png,0.0,S,,,676.0,
1689,82,533.png,34,190,93,63,38,28,0.1670255064964294,#3f261c,Brown,,1222.0,533.png,0.0,S,,,677.0,
1690,82,533.png,34,179,100,101,56,39,0.2523011863231659,#653827,Brown,,1223.0,533.png,0.0,S,,,678.0,
1691,82,533.png,34,165,112,80,44,36,0.2002870589494705,#502c24,Brown,,1224.0,533.png,0.0,S,,,679.0,
1692,82,533.png,34,135,155,70,38,30,0.1734243184328079,#46261e,Brown,,1225.0,533.png,0.0,S,,,680.0,
1693,82,533.png,34,128,132,67,52,31,0.2104839235544205,#43341f,Brown,,1226.0,533.png,0.0,S,,,681.0,
1694,82,533.png,34,127,169,117,62,35,0.2813364565372467,#753e23,Brown,,1227.0,533.png,2.0,M,,413.0,,
1695,82,533.png,34,19,148,47,29,24,0.1273117661476135,#2f1d18,Brown,,1228.0,533.png,0.0,S,,,682.0,
1696,82,533.png,34,39,152,58,33,25,0.1479831486940384,#3a2119,Brown,,1229.0,533.png,0.0,S,,,683.0,
1697,82,533.png,34,41,142,59,35,25,0.1544274538755417,#3b2319,Brown,,1230.0,533.png,0.0,S,,,684.0,
1698,82,533.png,34,91,138,133,123,137,0.4946447014808655,#857b89,Blue,468.0,,533.png,,N,,,,468.0
1699,82,533.png,34,12,189,61,36,26,0.1591823548078537,#3d241a,Brown,,1231.0,533.png,0.0,S,,,685.0,
1700,82,533.png,34,115,46,169,129,113,0.5346917510032654,#a98171,Brown,,1232.0,533.png,1.0,W,134.0,,,
1701,82,533.png,34,129,76,121,104,104,0.4220097661018372,#796868,Brown,,1233.0,533.png,2.0,M,,414.0,,
1702,82,533.png,34,110,101,170,153,161,0.6164286732673645,#aa99a1,Brown,,1234.0,533.png,1.0,W,135.0,,,
1703,82,533.png,34,123,101,149,126,104,0.5070639252662659,#957e68,Brown,,1235.0,533.png,1.0,W,136.0,,,
1704,82,533.png,34,132,105,167,149,149,0.5993137359619141,#a79595,Brown,,1236.0,533.png,1.0,W,137.0,,,
1705,83,5704.png,2,18,153,60,40,29,0.1704192161560059,#3c281d,Brown,,1237.0,5704.png,0.0,S,,,686.0,
1706,83,5704.png,2,52,188,52,33,29,0.1441141217947006,#34211d,Brown,,1238.0,5704.png,0.0,S,,,687.0,
1707,84,575.png,28,195,69,141,135,146,0.5375219583511353,#8d8792,Blue,469.0,,575.png,,N,,,,469.0
1708,84,575.png,28,160,171,36,34,25,0.1324553042650223,#242219,Brown,,1239.0,575.png,0.0,S,,,688.0,
1709,84,575.png,28,198,82,49,38,28,0.1553588360548019,#31261c,Brown,,1240.0,575.png,0.0,S,,,689.0,
1710,84,575.png,28,22,11,41,32,27,0.1315764784812927,#29201b,Brown,,1241.0,575.png,0.0,S,,,690.0,
1711,84,575.png,28,16,17,48,36,33,0.1503282338380814,#302421,Brown,,1242.0,575.png,0.0,S,,,691.0,
1712,84,575.png,28,139,154,150,149,155,0.5868435502052307,#96959b,Blue,470.0,,575.png,,N,,,,470.0
1713,84,575.png,28,142,159,144,146,170,0.5776682496070862,#9092aa,Blue,471.0,,575.png,,N,,,,471.0
1714,84,575.png,28,9,27,171,160,178,0.6417070627212524,#aba0b2,Blue,472.0,,575.png,,N,,,,472.0
1715,84,575.png,28,138,69,32,28,25,0.1122890189290047,#201c19,Brown,,1243.0,575.png,0.0,S,,,692.0,
1716,84,575.png,28,153,47,41,25,24,0.1110898107290268,#291918,Brown,,1244.0,575.png,0.0,S,,,693.0,
1717,84,575.png,28,176,14,34,26,30,0.1097584292292595,#221a1e,Brown,,1245.0,575.png,0.0,S,,,694.0,
1718,84,575.png,28,195,18,33,27,29,0.111447848379612,#211b1d,Brown,,1246.0,575.png,0.0,S,,,695.0,
1719,84,575.png,28,195,31,28,28,26,0.1092384308576584,#1c1c1a,Brown,,1247.0,575.png,0.0,S,,,696.0,
1720,84,575.png,28,195,46,29,29,28,0.1134427413344383,#1d1d1c,Brown,,1248.0,575.png,0.0,S,,,697.0,
1721,84,575.png,28,178,36,32,30,25,0.1178999990224838,#201e19,Brown,,1249.0,575.png,0.0,S,,,698.0,
1722,84,575.png,28,180,48,35,28,27,0.1153545081615448,#231c1b,Brown,,1250.0,575.png,0.0,S,,,699.0,
1723,84,575.png,28,1,83,236,232,247,0.9173784255981444,#ece8f7,Blue,473.0,,575.png,,N,,,,473.0
1724,84,575.png,28,1,68,247,234,221,0.9248046875,#f7eadd,Brown,,1251.0,575.png,1.0,W,138.0,,,
1725,84,575.png,28,1,56,181,180,174,0.7050192356109619,#b5b4ae,Brown,,1252.0,575.png,1.0,W,139.0,,,
1726,84,575.png,28,185,180,44,29,32,0.127073734998703,#2c1d20,Brown,,1253.0,575.png,0.0,S,,,700.0,
1727,84,575.png,28,149,174,40,27,30,0.1175639182329178,#281b1e,Brown,,1254.0,575.png,0.0,S,,,701.0,
1728,84,575.png,28,162,195,35,29,26,0.117877259850502,#231d1a,Brown,,1255.0,575.png,0.0,S,,,702.0,
1729,84,575.png,28,141,199,37,28,27,0.1170211732387543,#251c1b,Brown,,1256.0,575.png,0.0,S,,,703.0,
1730,84,575.png,28,88,181,121,118,143,0.4723137021064758,#79768f,Blue,474.0,,575.png,,N,,,,474.0
1731,84,575.png,28,150,27,201,188,199,0.751198410987854,#c9bcc7,Blue,475.0,,575.png,,N,,,,475.0
1732,84,575.png,28,146,10,161,158,185,0.6297419667243958,#a19eb9,Blue,476.0,,575.png,,N,,,,476.0
1733,84,575.png,28,3,44,234,214,206,0.8536203503608704,#ead6ce,Brown,,1257.0,575.png,1.0,W,140.0,,,
1734,84,575.png,28,23,61,163,166,161,0.6470667123794556,#a3a6a1,Brown,,1258.0,575.png,1.0,W,141.0,,,
1735,85,5784.png,3,86,13,53,29,28,0.133442759513855,#351d1c,Brown,,1259.0,5784.png,0.0,S,,,704.0,
1736,85,5784.png,3,77,15,75,63,39,0.2502729594707489,#4b3f27,Brown,,1260.0,5784.png,0.0,S,,,705.0,
1737,85,5784.png,3,84,2,104,70,36,0.2932298183441162,#684624,Brown,,1261.0,5784.png,2.0,M,,415.0,,
1738,86,5791.png,18,66,131,147,155,166,0.6042866706848145,#939ba6,Blue,477.0,,5791.png,,N,,,,477.0
1739,86,5791.png,18,80,131,174,177,197,0.697272539138794,#aeb1c5,Blue,478.0,,5791.png,,N,,,,478.0
1740,86,5791.png,18,79,140,183,192,183,0.7428964972496033,#b7c0b7,Blue,479.0,,5791.png,,N,,,,479.0
1741,86,5791.png,18,69,143,166,166,185,0.6563525795936584,#a6a6b9,Blue,480.0,,5791.png,,N,,,,480.0
1742,86,5791.png,18,62,150,104,91,95,0.3688270449638367,#685b5f,Blue,481.0,,5791.png,,N,,,,481.0
1743,86,5791.png,18,77,157,124,132,150,0.5160698294639587,#7c8496,Blue,482.0,,5791.png,,N,,,,482.0
1744,86,5791.png,18,78,162,139,131,159,0.5283090472221375,#8b839f,Blue,483.0,,5791.png,,N,,,,483.0
1745,86,5791.png,18,94,154,119,113,140,0.4557713568210602,#77718c,Blue,484.0,,5791.png,,N,,,,484.0
1746,86,5791.png,18,100,42,162,164,180,0.6459945440292358,#a2a4b4,Blue,485.0,,5791.png,,N,,,,485.0
1747,86,5791.png,18,108,54,158,162,174,0.6353537440299988,#9ea2ae,Blue,486.0,,5791.png,,N,,,,486.0
1748,86,5791.png,18,111,48,170,162,183,0.6478984951972961,#aaa2b7,Blue,487.0,,5791.png,,N,,,,487.0
1749,86,5791.png,18,118,55,139,142,175,0.5636933445930481,#8b8eaf,Blue,488.0,,5791.png,,N,,,,488.0
1750,86,5791.png,18,148,132,132,122,155,0.4960952997207642,#847a9b,Blue,489.0,,5791.png,,N,,,,489.0
1751,86,5791.png,18,144,143,143,135,162,0.5437125563621521,#8f87a2,Blue,490.0,,5791.png,,N,,,,490.0
1752,86,5791.png,18,161,141,140,144,173,0.5695722103118896,#8c90ad,Blue,491.0,,5791.png,,N,,,,491.0
1753,86,5791.png,18,169,143,139,144,169,0.5676078200340271,#8b90a9,Blue,492.0,,5791.png,,N,,,,492.0
1754,86,5791.png,18,165,158,177,167,189,0.6694557070732117,#b1a7bd,Blue,493.0,,5791.png,,N,,,,493.0
1755,86,5791.png,18,173,162,170,171,176,0.6711686253547668,#aaabb0,Blue,494.0,,5791.png,,N,,,,494.0
1756,87,5806.png,25,96,44,97,94,129,0.3810235261917114,#615e81,Blue,495.0,,5806.png,,N,,,,495.0
1757,87,5806.png,25,78,31,93,90,131,0.3670337498188019,#5d5a83,Blue,496.0,,5806.png,,N,,,,496.0
1758,87,5806.png,25,80,17,153,157,183,0.6197043657302856,#999db7,Blue,497.0,,5806.png,,N,,,,497.0
1759,87,5806.png,25,85,25,145,144,174,0.5740216374397278,#9190ae,Blue,498.0,,5806.png,,N,,,,498.0
1760,87,5806.png,25,98,33,145,144,177,0.5748698711395264,#9190b1,Blue,499.0,,5806.png,,N,,,,499.0
1761,87,5806.png,25,107,30,131,135,171,0.536257266998291,#8387ab,Blue,500.0,,5806.png,,N,,,,500.0
1762,87,5806.png,25,103,20,124,123,153,0.4916686117649078,#7c7b99,Blue,501.0,,5806.png,,N,,,,501.0
1763,87,5806.png,25,97,7,157,160,191,0.6337161064147949,#9da0bf,Blue,502.0,,5806.png,,N,,,,502.0
1764,87,5806.png,25,115,5,81,79,106,0.3191047012805939,#514f6a,Blue,503.0,,5806.png,,N,,,,503.0
1765,87,5806.png,25,111,12,160,157,183,0.6255376935005188,#a09db7,Blue,504.0,,5806.png,,N,,,,504.0
1766,87,5806.png,25,20,18,120,114,149,0.4619548916816711,#787295,Blue,505.0,,5806.png,,N,,,,505.0
1767,87,5806.png,25,16,28,136,132,173,0.5325729846954346,#8884ad,Blue,506.0,,5806.png,,N,,,,506.0
1768,87,5806.png,25,0,46,145,143,176,0.571781575679779,#918fb0,Blue,507.0,,5806.png,,N,,,,507.0
1769,87,5806.png,25,5,64,152,153,188,0.6090627908706665,#9899bc,Blue,508.0,,5806.png,,N,,,,508.0
1770,87,5806.png,25,14,63,137,133,165,0.5339498519897461,#8985a5,Blue,509.0,,5806.png,,N,,,,509.0
1771,87,5806.png,25,18,44,164,166,186,0.6549686789512634,#a4a6ba,Blue,510.0,,5806.png,,N,,,,510.0
1772,87,5806.png,25,33,29,127,128,168,0.5124372243881226,#7f80a8,Blue,511.0,,5806.png,,N,,,,511.0
1773,87,5806.png,25,32,67,175,174,194,0.6888411641120911,#afaec2,Blue,512.0,,5806.png,,N,,,,512.0
1774,87,5806.png,25,41,57,164,166,195,0.6575133800506592,#a4a6c3,Blue,513.0,,5806.png,,N,,,,513.0
1775,87,5806.png,25,35,49,169,171,190,0.6742937564849854,#a9abbe,Blue,514.0,,5806.png,,N,,,,514.0
1776,87,5806.png,25,28,47,160,162,192,0.6421098113059998,#a0a2c0,Blue,515.0,,5806.png,,N,,,,515.0
1777,87,5806.png,25,43,41,184,180,188,0.7114776968955994,#b8b4bc,Blue,516.0,,5806.png,,N,,,,516.0
1778,87,5806.png,25,50,42,181,181,197,0.7143278121948242,#b5b5c5,Blue,517.0,,5806.png,,N,,,,517.0
1779,87,5806.png,25,50,29,139,133,150,0.5313752889633179,#8b8596,Blue,518.0,,5806.png,,N,,,,518.0
1780,87,5806.png,25,0,4,122,120,160,0.4835646748542786,#7a78a0,Blue,519.0,,5806.png,,N,,,,519.0
1781,88,5834.png,55,55,164,134,126,161,0.5106803774833679,#867ea1,Blue,520.0,,5834.png,,N,,,,520.0
1782,88,5834.png,55,41,157,117,112,143,0.4521474242210388,#75708f,Blue,521.0,,5834.png,,N,,,,521.0
1783,88,5834.png,55,41,179,96,93,126,0.37653648853302,#605d7e,Blue,522.0,,5834.png,,N,,,,522.0
1784,88,5834.png,55,53,177,152,158,183,0.621676504611969,#989eb7,Blue,523.0,,5834.png,,N,,,,523.0
1785,88,5834.png,55,76,164,123,125,158,0.4978600144386292,#7b7d9e,Blue,524.0,,5834.png,,N,,,,524.0
1786,88,5834.png,55,66,184,131,127,153,0.5087239146232605,#837f99,Blue,525.0,,5834.png,,N,,,,525.0
1787,88,5834.png,55,83,104,126,127,146,0.50257807970047,#7e7f92,Blue,526.0,,5834.png,,N,,,,526.0
1788,88,5834.png,55,83,120,128,114,146,0.4677733480930328,#807292,Blue,527.0,,5834.png,,N,,,,527.0
1789,88,5834.png,55,63,122,118,115,136,0.4594180285930634,#767388,Blue,528.0,,5834.png,,N,,,,528.0
1790,88,5834.png,55,58,97,178,169,190,0.676182746887207,#b2a9be,Blue,529.0,,5834.png,,N,,,,529.0
1791,88,5834.png,55,46,100,164,164,183,0.6485094428062439,#a4a4b7,Blue,530.0,,5834.png,,N,,,,530.0
1792,88,5834.png,55,33,111,134,129,177,0.5236208438873291,#8681b1,Blue,531.0,,5834.png,,N,,,,531.0
1793,88,5834.png,55,37,90,102,109,147,0.4323619604110718,#666d93,Blue,532.0,,5834.png,,N,,,,532.0
1794,88,5834.png,55,38,83,92,99,124,0.3894705772399902,#5c637c,Blue,533.0,,5834.png,,N,,,,533.0
1795,88,5834.png,55,59,76,91,91,104,0.3605384230613708,#5b5b68,Blue,534.0,,5834.png,,N,,,,534.0
1796,88,5834.png,55,83,86,149,132,139,0.5337929725646973,#95848b,Blue,535.0,,5834.png,,N,,,,535.0
1797,88,5834.png,55,98,93,137,121,121,0.4878431558609009,#897979,Brown,,1262.0,5834.png,1.0,W,142.0,,,
1798,88,5834.png,55,100,108,157,140,151,0.5662964582443237,#9d8c97,Brown,,1263.0,5834.png,1.0,W,143.0,,,
1799,88,5834.png,55,10,113,100,104,146,0.4163850843906403,#646892,Blue,536.0,,5834.png,,N,,,,536.0
1800,88,5834.png,55,1,103,108,99,144,0.4084588289260864,#6c6390,Blue,537.0,,5834.png,,N,,,,537.0
1801,88,5834.png,55,2,121,145,133,162,0.5397682189941406,#9185a2,Blue,538.0,,5834.png,,N,,,,538.0
1802,88,5834.png,55,1,137,142,132,169,0.53644198179245,#8e84a9,Blue,539.0,,5834.png,,N,,,,539.0
1803,88,5834.png,55,10,149,115,106,147,0.4347788393497467,#736a93,Blue,540.0,,5834.png,,N,,,,540.0
1804,88,5834.png,55,21,150,132,130,154,0.5182564854621887,#84829a,Blue,541.0,,5834.png,,N,,,,541.0
1805,88,5834.png,55,5,164,131,128,143,0.5087019801139832,#83808f,Blue,542.0,,5834.png,,N,,,,542.0
1806,88,5834.png,55,25,127,143,137,155,0.5473443269729614,#8f899b,Blue,543.0,,5834.png,,N,,,,543.0
1807,88,5834.png,55,11,126,112,124,150,0.4836258888244629,#707c96,Blue,544.0,,5834.png,,N,,,,544.0
1808,88,5834.png,55,31,67,137,123,138,0.4982607960700989,#897b8a,Blue,545.0,,5834.png,,N,,,,545.0
1809,88,5834.png,55,22,60,127,116,134,0.4691580235958099,#7f7486,Brown,,1264.0,5834.png,1.0,W,144.0,,,
1810,88,5834.png,55,12,53,116,114,149,0.4586215615272522,#747295,Blue,546.0,,5834.png,,N,,,,546.0
1811,88,5834.png,55,4,53,153,159,186,0.6261635422706604,#999fba,Blue,547.0,,5834.png,,N,,,,547.0
1812,88,5834.png,55,3,62,133,125,143,0.5019521713256836,#857d8f,Blue,548.0,,5834.png,,N,,,,548.0
1813,88,5834.png,55,18,38,145,145,171,0.5759788751602173,#9191ab,Blue,549.0,,5834.png,,N,,,,549.0
1814,88,5834.png,55,18,21,137,133,178,0.5376254916191101,#8985b2,Blue,550.0,,5834.png,,N,,,,550.0
1815,88,5834.png,55,25,17,118,111,118,0.4431066513061523,#766f76,Brown,,1265.0,5834.png,2.0,M,,416.0,,
1816,88,5834.png,55,19,2,164,162,178,0.6414846777915955,#a4a2b2,Blue,551.0,,5834.png,,N,,,,551.0
1817,88,5834.png,55,6,4,90,90,131,0.3645337522029877,#5a5a83,Blue,552.0,,5834.png,,N,,,,552.0
1818,88,5834.png,55,106,21,134,134,174,0.5368000268936157,#8686ae,Blue,553.0,,5834.png,,N,,,,553.0
1819,88,5834.png,55,114,45,136,130,160,0.5232862830162048,#8882a0,Blue,554.0,,5834.png,,N,,,,554.0
1820,88,5834.png,55,95,50,137,142,164,0.5589165091514587,#898ea4,Blue,555.0,,5834.png,,N,,,,555.0
1821,88,5834.png,55,88,51,94,87,115,0.3549266755580902,#5e5773,Blue,556.0,,5834.png,,N,,,,556.0
1822,88,5834.png,55,83,47,162,161,177,0.6367298364639282,#a2a1b1,Blue,557.0,,5834.png,,N,,,,557.0
1823,88,5834.png,55,122,52,178,176,181,0.6932764649391174,#b2b0b5,Blue,558.0,,5834.png,,N,,,,558.0
1824,88,5834.png,55,133,40,118,109,138,0.4431505799293518,#766d8a,Blue,559.0,,5834.png,,N,,,,559.0
1825,88,5834.png,55,131,31,111,109,136,0.4367517530918121,#6f6d88,Blue,560.0,,5834.png,,N,,,,560.0
1826,88,5834.png,55,126,12,130,128,165,0.514089047908783,#8280a5,Blue,561.0,,5834.png,,N,,,,561.0
1827,88,5834.png,55,146,60,152,163,175,0.6334419846534729,#98a3af,Blue,562.0,,5834.png,,N,,,,562.0
1828,88,5834.png,55,148,71,135,129,165,0.5210611820220947,#8781a5,Blue,563.0,,5834.png,,N,,,,563.0
1829,88,5834.png,55,132,79,163,156,184,0.6255148649215698,#a39cb8,Blue,564.0,,5834.png,,N,,,,564.0
1830,88,5834.png,55,120,83,136,116,117,0.4718513786792755,#887475,Brown,,1266.0,5834.png,1.0,W,145.0,,,
1831,88,5834.png,55,126,107,132,124,155,0.5017063021659851,#847c9b,Blue,565.0,,5834.png,,N,,,,565.0
1832,88,5834.png,55,135,97,131,134,165,0.5317553281784058,#8386a5,Blue,566.0,,5834.png,,N,,,,566.0
1833,88,5834.png,55,148,97,133,125,170,0.5095862746238708,#857daa,Blue,567.0,,5834.png,,N,,,,567.0
1834,88,5834.png,55,164,88,124,119,160,0.4824258685112,#7c77a0,Blue,568.0,,5834.png,,N,,,,568.0
1835,88,5834.png,55,173,82,154,143,150,0.5719301700592041,#9a8f96,Brown,,1267.0,5834.png,1.0,W,146.0,,,
1836,89,605.png,2,107,83,95,73,91,0.3096972703933716,#5f495b,Blue,569.0,,605.png,,N,,,,569.0
1837,89,605.png,2,125,31,41,27,21,0.1158525496721268,#291b15,Brown,,1268.0,605.png,0.0,S,,,706.0,
1838,90,709.png,80,46,71,60,33,32,0.1516290307044983,#3c2120,Brown,,1269.0,709.png,0.0,S,,,707.0,
1839,90,709.png,80,90,110,54,44,41,0.1800341159105301,#362c29,Brown,,1270.0,709.png,0.0,S,,,708.0,
1840,90,709.png,80,118,110,61,36,28,0.1597478538751602,#3d241c,Brown,,1271.0,709.png,0.0,S,,,709.0,
1841,90,709.png,80,17,173,79,48,32,0.2095446884632111,#4f3020,Brown,,1272.0,709.png,0.0,S,,,710.0,
1842,90,709.png,80,18,154,97,79,80,0.3250866830348969,#614f50,Brown,,1273.0,709.png,2.0,M,,417.0,,
1843,90,709.png,80,7,148,88,53,33,0.2313549071550369,#583521,Brown,,1274.0,709.png,0.0,S,,,711.0,
1844,90,709.png,80,17,133,91,66,49,0.2748501896858215,#5b4231,Brown,,1275.0,709.png,2.0,M,,418.0,,
1845,90,709.png,80,40,125,43,26,23,0.1152792125940323,#2b1a17,Brown,,1276.0,709.png,0.0,S,,,712.0,
1846,90,709.png,80,18,92,85,45,30,0.2055627554655075,#552d1e,Brown,,1277.0,709.png,0.0,S,,,713.0,
1847,90,709.png,80,12,103,61,38,24,0.1642278432846069,#3d2618,Brown,,1278.0,709.png,0.0,S,,,714.0,
1848,90,709.png,80,16,69,45,37,33,0.1506337225437164,#2d2521,Brown,,1279.0,709.png,0.0,S,,,715.0,
1849,90,709.png,80,57,75,80,40,25,0.1859549134969711,#502819,Brown,,1280.0,709.png,0.0,S,,,716.0,
1850,90,709.png,80,32,40,74,42,35,0.1893933415412903,#4a2a23,Brown,,1281.0,709.png,0.0,S,,,717.0,
1851,90,709.png,80,12,37,78,43,27,0.1932701915502548,#4e2b1b,Brown,,1282.0,709.png,0.0,S,,,718.0,
1852,90,709.png,80,37,50,58,34,23,0.1502231359481812,#3a2217,Brown,,1283.0,709.png,0.0,S,,,719.0,
1853,90,709.png,80,45,51,69,39,25,0.1739827543497086,#452719,Brown,,1284.0,709.png,0.0,S,,,720.0,
1854,90,709.png,80,14,14,69,44,45,0.1936651170253754,#452c2d,Brown,,1285.0,709.png,0.0,S,,,721.0,
1855,90,709.png,80,29,26,70,21,25,0.1243172585964203,#461519,Brown,,1286.0,709.png,0.0,S,,,722.0,
1856,90,709.png,80,31,8,82,54,37,0.2302913665771484,#523625,Brown,,1287.0,709.png,0.0,S,,,723.0,
1857,90,709.png,80,100,16,69,50,27,0.2054086327552795,#45321b,Brown,,1288.0,709.png,0.0,S,,,724.0,
1858,90,709.png,80,59,13,85,57,49,0.2446007877588272,#553931,Brown,,1289.0,709.png,0.0,S,,,725.0,
1859,90,709.png,80,70,35,72,50,39,0.2113015651702881,#483227,Brown,,1290.0,709.png,0.0,S,,,726.0,
1860,90,709.png,80,38,194,54,46,16,0.1785764694213867,#362e10,Brown,,1291.0,709.png,0.0,S,,,727.0,
1861,90,709.png,80,59,178,60,34,29,0.1535862684249878,#3c221d,Brown,,1292.0,709.png,0.0,S,,,728.0,
1862,90,709.png,80,104,173,94,55,32,0.2416831254959106,#5e3720,Brown,,1293.0,709.png,0.0,S,,,729.0,
1863,90,709.png,80,85,171,85,56,32,0.2369886338710785,#553820,Brown,,1294.0,709.png,0.0,S,,,730.0,
1864,90,709.png,80,84,196,47,28,22,0.1239407882094383,#2f1c16,Brown,,1295.0,709.png,0.0,S,,,731.0,
1865,90,709.png,80,188,184,76,49,36,0.2109811753034592,#4c3124,Brown,,1296.0,709.png,0.0,S,,,732.0,
1866,90,709.png,80,189,168,55,33,27,0.1460486352443695,#37211b,Brown,,1297.0,709.png,0.0,S,,,733.0,
1867,90,709.png,80,189,157,62,43,25,0.1793713867664337,#3e2b19,Brown,,1298.0,709.png,0.0,S,,,734.0,
1868,90,709.png,80,187,129,88,57,44,0.2456870675086975,#58392c,Brown,,1299.0,709.png,0.0,S,,,735.0,
1869,90,709.png,80,190,115,58,36,27,0.1569651067256927,#3a241b,Brown,,1300.0,709.png,0.0,S,,,736.0,
1870,90,709.png,80,134,153,63,35,25,0.1577607989311218,#3f2319,Brown,,1301.0,709.png,0.0,S,,,737.0,
1871,90,709.png,80,137,177,95,59,41,0.2562831342220306,#5f3b29,Brown,,1302.0,709.png,0.0,S,,,738.0,
